,CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,lname,sorted_date
378314,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,10/09/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11.0,A,10/09/2014,08/28/2017,Pre-permit (Operational) / Re-inspection,claudette,2014-10-09
12745,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,03/02/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20.0,,,08/28/2017,Cycle Inspection / Initial Inspection,claudette,2015-03-02
77458,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,03/02/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20.0,,,08/28/2017,Cycle Inspection / Initial Inspection,claudette,2015-03-02
159206,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,03/02/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20.0,,,08/28/2017,Cycle Inspection / Initial Inspection,claudette,2015-03-02
299477,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,03/02/2015,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,20.0,,,08/28/2017,Cycle Inspection / Initial Inspection,claudette,2015-03-02
384570,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,03/02/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,20.0,,,08/28/2017,Cycle Inspection / Initial Inspection,claudette,2015-03-02
140801,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,04/07/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,04/07/2015,08/28/2017,Cycle Inspection / Re-inspection,claudette,2015-04-07
143633,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,04/07/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12.0,A,04/07/2015,08/28/2017,Cycle Inspection / Re-inspection,claudette,2015-04-07
150698,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,04/07/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,04/07/2015,08/28/2017,Cycle Inspection / Re-inspection,claudette,2015-04-07
126724,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,08/27/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,18.0,,,08/28/2017,Cycle Inspection / Initial Inspection,claudette,2015-08-27
214534,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,08/27/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18.0,,,08/28/2017,Cycle Inspection / Initial Inspection,claudette,2015-08-27
252053,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,08/27/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,18.0,,,08/28/2017,Cycle Inspection / Initial Inspection,claudette,2015-08-27
326055,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,08/27/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18.0,,,08/28/2017,Cycle Inspection / Initial Inspection,claudette,2015-08-27
389780,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,09/21/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5.0,A,09/21/2015,08/28/2017,Cycle Inspection / Re-inspection,claudette,2015-09-21
102786,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,03/15/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,28.0,,,08/28/2017,Cycle Inspection / Initial Inspection,claudette,2016-03-15
155961,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,03/15/2016,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,28.0,,,08/28/2017,Cycle Inspection / Initial Inspection,claudette,2016-03-15
235496,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,03/15/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,28.0,,,08/28/2017,Cycle Inspection / Initial Inspection,claudette,2016-03-15
399522,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,03/15/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,28.0,,,08/28/2017,Cycle Inspection / Initial Inspection,claudette,2016-03-15
2882,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,05/02/2016,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12.0,A,05/02/2016,08/28/2017,Cycle Inspection / Re-inspection,claudette,2016-05-02
224142,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,05/02/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,05/02/2016,08/28/2017,Cycle Inspection / Re-inspection,claudette,2016-05-02
279308,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,05/02/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,05/02/2016,08/28/2017,Cycle Inspection / Re-inspection,claudette,2016-05-02
30538,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,10/05/2016,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,,08/28/2017,Smoke-Free Air Act / Initial Inspection,claudette,2016-10-05
188201,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,10/05/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,11.0,A,10/05/2016,08/28/2017,Cycle Inspection / Initial Inspection,claudette,2016-10-05
326686,50009906,CLAUDETTE,MANHATTAN,24,5TH AVE,10011.0,2128682424,French,10/05/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,11.0,A,10/05/2016,08/28/2017,Cycle Inspection / Initial Inspection,claudette,2016-10-05
155736,41351524,CLUB A STEAKHOUSE,MANHATTAN,240,EAST   58 STREET,10022.0,2126884190,Steak,11/25/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,11/25/2014,08/28/2017,Cycle Inspection / Initial Inspection,club a steakhouse,2014-11-25
195921,41351524,CLUB A STEAKHOUSE,MANHATTAN,240,EAST   58 STREET,10022.0,2126884190,Steak,11/25/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12.0,A,11/25/2014,08/28/2017,Cycle Inspection / Initial Inspection,club a steakhouse,2014-11-25
52644,41351524,CLUB A STEAKHOUSE,MANHATTAN,240,EAST   58 STREET,10022.0,2126884190,Steak,02/26/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,39.0,,,08/28/2017,Cycle Inspection / Initial Inspection,club a steakhouse,2016-02-26
90882,41351524,CLUB A STEAKHOUSE,MANHATTAN,240,EAST   58 STREET,10022.0,2126884190,Steak,02/26/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,39.0,,,08/28/2017,Cycle Inspection / Initial Inspection,club a steakhouse,2016-02-26
93239,41351524,CLUB A STEAKHOUSE,MANHATTAN,240,EAST   58 STREET,10022.0,2126884190,Steak,02/26/2016,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,39.0,,,08/28/2017,Cycle Inspection / Initial Inspection,club a steakhouse,2016-02-26
188751,41351524,CLUB A STEAKHOUSE,MANHATTAN,240,EAST   58 STREET,10022.0,2126884190,Steak,02/26/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,39.0,,,08/28/2017,Cycle Inspection / Initial Inspection,club a steakhouse,2016-02-26
269629,41351524,CLUB A STEAKHOUSE,MANHATTAN,240,EAST   58 STREET,10022.0,2126884190,Steak,02/26/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,39.0,,,08/28/2017,Cycle Inspection / Initial Inspection,club a steakhouse,2016-02-26
282634,41351524,CLUB A STEAKHOUSE,MANHATTAN,240,EAST   58 STREET,10022.0,2126884190,Steak,02/26/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,39.0,,,08/28/2017,Cycle Inspection / Initial Inspection,club a steakhouse,2016-02-26
362947,41351524,CLUB A STEAKHOUSE,MANHATTAN,240,EAST   58 STREET,10022.0,2126884190,Steak,02/26/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,39.0,,,08/28/2017,Cycle Inspection / Initial Inspection,club a steakhouse,2016-02-26
398354,41351524,CLUB A STEAKHOUSE,MANHATTAN,240,EAST   58 STREET,10022.0,2126884190,Steak,02/26/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,39.0,,,08/28/2017,Cycle Inspection / Initial Inspection,club a steakhouse,2016-02-26
210190,41351524,CLUB A STEAKHOUSE,MANHATTAN,240,EAST   58 STREET,10022.0,2126884190,Steak,05/02/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9.0,A,05/02/2016,08/28/2017,Cycle Inspection / Re-inspection,club a steakhouse,2016-05-02
379297,41351524,CLUB A STEAKHOUSE,MANHATTAN,240,EAST   58 STREET,10022.0,2126884190,Steak,05/02/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9.0,A,05/02/2016,08/28/2017,Cycle Inspection / Re-inspection,club a steakhouse,2016-05-02
